,name,github_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,category,projectrank_placing,license,trending,updated_github_id
19,gplearn,trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,2015-03-26 01:01:14,2023-11-29 15:04:03,2023-08-12 06:34:27,161,,286.0,52.0,89.0,22.0,191.0,1647,2022-05-03 10:56:08,0.4.2,,,1.0,"Genetic Programming in Python, with a scikit-learn inspired API.",682.0,682.0,10.0,21,False,others,1.0,BSD-3-Clause,,
20,Gradient-Free-Optimizers,SimonBlanke/Gradient-Free-Optimizers,https://github.com/SimonBlanke/Gradient-Free-Optimizers,https://github.com/SimonBlanke/Gradient-Free-Optimizers,2020-04-04 06:35:55,2024-12-22 18:59:06,2024-12-22 18:59:05,938,60.0,83.0,22.0,7.0,14.0,37.0,1209,2024-12-07 12:30:38,1.7.1,53.0,1.0,7.0,"Simple and reliable optimization with local, global, population-based and sequential techniques in numerical discrete..",37.0,37.0,7.0,21,True,others,1.0,MIT,,
21,nengo,nengo/nengo,https://github.com/nengo/nengo,https://github.com/nengo/nengo,2013-04-20 18:46:06,2024-02-28 20:13:02,2023-11-17 15:42:30,1756,,179.0,75.0,925.0,123.0,649.0,842,2023-11-17 15:28:21,4.0.0,,,21.0,A Python library for creating and simulating large-scale brain models.,242.0,242.0,42.0,21,False,others,1.0,,,
22,HEBO,huawei-noah/HEBO,https://github.com/huawei-noah/HEBO,https://github.com/huawei-noah/HEBO,2021-09-10 06:02:05,2025-01-15 11:09:32,2025-01-15 11:06:55,237,18.0,436.0,233.0,48.0,14.0,39.0,2543,,,,,1.0,Bayesian optimisation & Reinforcement Learning library developed by Huawei Noahs Ark Lab.,130.0,130.0,25.0,20,False,others,2.0,,,
23,lion-pytorch,lucidrains/lion-pytorch,https://github.com/lucidrains/lion-pytorch,https://github.com/lucidrains/lion-pytorch,2023-02-15 04:24:19,2024-11-27 15:28:24,2024-11-27 15:28:16,49,4.0,50.0,15.0,9.0,8.0,16.0,2081,2024-11-27 15:28:24,0.2.3,,,15.0,"Lion, new optimizer discovered by Google Brain using genetic algorithms that is purportedly better than Adam(w), in..",855.0,855.0,6.0,20,True,others,2.0,MIT,,
24,theseus,facebookresearch/theseus,https://github.com/facebookresearch/theseus,https://github.com/facebookresearch/theseus,2021-11-18 20:28:27,2025-01-16 17:47:06,2025-01-16 17:47:03,357,3.0,129.0,31.0,426.0,74.0,120.0,1822,2024-09-11 17:13:49,0.2.2,,,10.0,A library for differentiable nonlinear optimization.,5.0,5.0,27.0,20,True,others,2.0,MIT,,
25,pycma,CMA-ES/pycma,https://github.com/CMA-ES/pycma,https://github.com/CMA-ES/pycma,2016-09-22 13:55:01,2024-10-09 13:38:35,2024-10-09 13:31:54,895,,180.0,16.0,27.0,64.0,196.0,1136,2024-09-03 07:48:43,r4.0.0,,,14.0,Python implementation of CMA-ES.,2233.0,2233.0,15.0,20,False,others,2.0,,,
26,pagmo2,esa/pagmo2,https://github.com/esa/pagmo2,https://github.com/esa/pagmo2,2017-01-08 21:53:43,2025-01-13 17:44:17,2025-01-13 17:40:15,4635,3.0,160.0,35.0,322.0,43.0,195.0,847,2024-08-09 18:47:03,2.19.1,,,26.0,A C++ platform to perform parallel computations of optimisation tasks (global and local) via the asynchronous..,,,60.0,20,True,others,2.0,GPL-3.0,,
27,jMetalPy,jMetal/jMetalPy,https://github.com/jMetal/jMetalPy,https://github.com/jMetal/jMetalPy,2017-01-18 10:25:58,2024-12-22 19:04:42,2024-12-22 19:04:42,1187,6.0,148.0,22.0,71.0,7.0,104.0,536,2024-05-29 15:49:17,1.7.0,103.0,1.0,8.0,A framework for single/multi-objective optimization with metaheuristics.,96.0,96.0,34.0,20,True,others,2.0,MIT,-3.0,
28,ann-benchmarks,erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,2015-05-28 13:21:43,2024-12-23 01:23:30,2024-12-23 01:23:30,1570,3.0,726.0,119.0,346.0,69.0,152.0,5057,,,,,,Benchmarks of approximate nearest neighbor libraries in Python.,,,108.0,19,True,others,2.0,MIT,,
29,mindcraft,kolbytn/mindcraft,https://github.com/kolbytn/mindcraft,https://github.com/kolbytn/mindcraft,2023-08-16 06:39:59,2025-01-10 18:43:52,2025-01-10 18:43:49,649,217.0,341.0,38.0,162.0,138.0,101.0,2677,,,,,,,,,30.0,19,False,others,2.0,MIT,5.0,
30,evo,evo-design/evo,https://github.com/evo-design/evo,https://github.com/evo-design/evo,2024-02-17 19:11:33,2024-12-18 16:26:49,2024-12-18 16:26:49,47,12.0,152.0,23.0,32.0,31.0,33.0,1241,2024-12-18 16:25:45,0.4,,,6.0,Biological foundation modeling from molecular to genome scale.,3.0,3.0,9.0,19,True,others,2.0,Apache-2.0,5.0,
31,geatpy,geatpy-dev/geatpy,https://github.com/geatpy-dev/geatpy,https://github.com/geatpy-dev/geatpy,2018-08-23 13:26:31,2024-09-20 10:00:21,2024-09-20 10:00:21,403,,726.0,46.0,8.0,159.0,218.0,2047,2022-01-09 08:11:32,2.7.0,4736.0,131.0,2.0,Evolutionary algorithm toolbox and framework with high performance for Python.,,,8.0,18,True,others,2.0,LGPL-3.0,,
32,mealpy,thieu1995/mealpy,https://github.com/thieu1995/mealpy,https://github.com/thieu1995/mealpy,2020-03-16 10:16:54,2024-09-03 21:46:52,2024-06-12 15:50:21,1759,,190.0,15.0,25.0,14.0,138.0,935,2023-11-05 09:30:19,3.0.1,,,56.0,A Collection Of The State-of-the-art Metaheuristic Algorithms In Python (Metaheuristic/Optimizer/Nature-..,130.0,130.0,14.0,18,True,others,2.0,GPL-3.0,,
33,sklearn-deap,rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,2015-10-28 22:52:34,2024-02-10 07:16:54,2021-07-30 15:06:27,104,,125.0,30.0,29.0,20.0,34.0,772,2021-07-30 15:07:28,0.3.0,,,14.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,48.0,48.0,23.0,18,False,others,2.0,MIT,,
34,minerl,minerllabs/minerl,https://github.com/minerllabs/minerl,https://github.com/minerllabs/minerl,2019-04-23 16:55:21,2024-11-26 22:33:52,2024-11-26 22:33:51,796,1.0,151.0,19.0,306.0,221.0,267.0,728,2023-08-23 21:30:19,1.0.2,,,7.0,MineRL Competition for Sample Efficient Reinforcement Learning - Python Package.,134.0,134.0,48.0,18,False,others,2.0,,,
35,Platypus,Project-Platypus/Platypus,https://github.com/Project-Platypus/Platypus,https://github.com/Project-Platypus/Platypus,2015-10-09 19:19:17,2024-10-07 02:45:44,2024-10-07 02:45:44,403,,148.0,19.0,73.0,,177.0,581,2024-10-07 02:27:36,1.4.1,22.0,0.0,10.0,A Free and Open Source Python Library for Multiobjective Optimization.,219.0,219.0,19.0,18,True,others,2.0,GPL-3.0,5.0,
36,pyribs,icaros-usc/pyribs,https://github.com/icaros-usc/pyribs,https://github.com/icaros-usc/pyribs,2020-09-10 07:47:17,2025-01-06 21:42:21,2025-01-06 21:42:17,468,8.0,37.0,14.0,388.0,17.0,90.0,215,2024-03-14 09:44:26,0.7.1,,,14.0,A bare-bones Python library for quality diversity optimization.,60.0,60.0,16.0,18,True,others,2.0,MIT,,
37,sotopia,sotopia-lab/sotopia,https://github.com/sotopia-lab/sotopia,https://github.com/sotopia-lab/sotopia,2023-10-23 19:47:26,2025-01-16 12:53:39,2025-01-15 17:09:19,284,29.0,23.0,3.0,195.0,9.0,65.0,176,2025-01-08 19:32:58,0.1.3,,,15.0,Sotopia: an Open-ended Social Learning Environment (ICLR 2024 spotlight).,7.0,7.0,15.0,18,True,others,2.0,MIT,,
38,triangula,rh12503/triangula,https://github.com/rh12503/triangula,https://github.com/rh12503/triangula,2021-04-02 12:38:24,2021-09-02 02:11:07,2021-09-02 02:11:07,100,,122.0,41.0,3.0,8.0,13.0,3856,2021-05-21 12:57:14,1.2.0,6504.0,144.0,5.0,Generate high-quality triangulated and polygonal art from images.,11.0,11.0,3.0,17,False,others,2.0,MIT,,
39,PlatEMO,BIMK/PlatEMO,https://github.com/BIMK/PlatEMO,https://github.com/BIMK/PlatEMO,2018-10-12 14:25:39,2024-12-08 06:16:10,2024-12-08 06:15:54,357,14.0,471.0,49.0,58.0,74.0,37.0,1699,2024-12-05 10:12:04,4.10,1142.0,15.0,29.0,Evolutionary multi-objective optimization platform.,,,12.0,17,False,others,2.0,,,
40,eaopt,MaxHalford/eaopt,https://github.com/MaxHalford/eaopt,https://github.com/MaxHalford/eaopt,2016-01-31 00:04:52,2024-03-07 11:26:39,2024-03-07 11:26:38,348,,95.0,32.0,35.0,8.0,14.0,894,2017-11-28 19:51:38,0.4.1,,,9.0,"Evolutionary optimization library for Go (genetic algorithm, partical swarm optimization, differential evolution).",48.0,48.0,18.0,17,True,others,2.0,MIT,,
41,opytimizer,gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,2017-11-01 16:04:01,2024-10-22 13:32:17,2024-08-18 17:07:49,821,,41.0,15.0,18.0,,22.0,611,2024-08-18 17:09:46,3.1.4,,,28.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,19.0,19.0,4.0,17,True,others,2.0,Apache-2.0,,
42,evosax,RobertTLange/evosax,https://github.com/RobertTLange/evosax,https://github.com/RobertTLange/evosax,2020-12-30 14:14:37,2025-01-08 13:12:05,2025-01-08 13:12:00,292,8.0,44.0,10.0,36.0,17.0,25.0,531,2024-03-06 17:13:36,.0.1.6,,,16.0,Evolution Strategies in JAX.,120.0,120.0,9.0,17,True,others,2.0,Apache-2.0,,
43,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,2020-01-18 19:16:48,2024-10-21 02:33:52,2024-10-21 02:33:52,509,1.0,79.0,8.0,95.0,4.0,61.0,325,2024-09-17 16:58:38,0.11.1,,,18.0,"ML hyperparameters tuning and features selection, using evolutionary algorithms.",54.0,54.0,15.0,17,True,others,2.0,MIT,,
44,QDax,adaptive-intelligent-robotics/QDax,https://github.com/adaptive-intelligent-robotics/QDax,https://github.com/adaptive-intelligent-robotics/QDax,2022-02-11 15:48:57,2024-10-13 15:00:22,2024-09-20 17:33:24,162,,45.0,5.0,129.0,30.0,48.0,273,2024-09-09 15:26:18,0.4.0,,,7.0,Accelerated Quality-Diversity.,16.0,16.0,14.0,17,True,others,2.0,MIT,,
45,Lenia,Chakazul/Lenia,https://github.com/Chakazul/Lenia,https://github.com/Chakazul/Lenia,2018-02-25 05:51:46,2024-07-19 08:43:34,2022-03-15 17:08:40,174,,222.0,91.0,12.0,4.0,11.0,3568,2020-10-14 17:52:12,3.5,1679.0,32.0,2.0,Lenia - Mathematical Life Forms.,,,9.0,16,False,others,2.0,MIT,,
46,cmaes,CyberAgentAILab/cmaes,https://github.com/CyberAgentAILab/cmaes,https://github.com/CyberAgentAILab/cmaes,2020-01-30 20:13:13,2024-11-12 02:52:30,2024-11-12 02:52:29,487,7.0,65.0,14.0,155.0,6.0,31.0,399,2024-08-13 07:03:53,0.11.1,370.0,6.0,19.0,Python library for CMA Evolution Strategy.,,,9.0,16,True,others,2.0,MIT,,
47,pypop,Evolutionary-Intelligence/pypop,https://github.com/Evolutionary-Intelligence/pypop,https://github.com/Evolutionary-Intelligence/pypop,2021-01-26 14:55:43,2025-01-16 15:08:41,2025-01-16 15:08:41,7810,173.0,35.0,6.0,452.0,2.0,9.0,221,2024-07-12 08:42:09,0.0.82,,,3.0,"[***JMLR-2024***] PyPop7: A Pure-Python Library for POPulation-based Black-Box Optimization (BBO), especially *Large-..",,,15.0,16,True,others,2.0,GPL-3.0,-3.0,
48,ngc-learn,NACLab/ngc-learn,https://github.com/NACLab/ngc-learn,https://github.com/NACLab/ngc-learn,2022-04-19 21:20:05,2024-12-16 21:42:44,2024-12-16 21:42:44,1129,17.0,25.0,6.0,75.0,3.0,8.0,127,2024-06-20 18:51:24,1.2.0-beta,,,7.0,NGC-Learn: Neurobiological Learning and Biomimetic Systems Simulation in Python.,4.0,4.0,11.0,16,True,others,2.0,BSD-3-Clause,,
49,NIR,neuromorphs/NIR,https://github.com/neuromorphs/NIR,https://github.com/neuromorphs/NIR,2023-07-01 20:27:43,2024-11-25 11:31:27,2024-11-25 11:31:27,233,3.0,13.0,13.0,83.0,10.0,28.0,87,2024-04-24 15:30:07,1.0.4,,,12.0,Neuromorphic Intermediate Representation reference implementation.,64.0,64.0,15.0,16,False,others,2.0,BSD-3-Clause,,
50,optunahub,optuna/optunahub,https://github.com/optuna/optunahub,https://github.com/optuna/optunahub,2024-04-18 08:23:00,2024-12-17 09:46:37,2024-12-17 09:46:37,220,43.0,11.0,,74.0,1.0,1.0,36,2024-08-30 02:10:05,0.1.0,,,3.0,Python library to use packages in OptunaHub.,16.0,16.0,8.0,16,False,others,2.0,MIT,4.0,
51,NiaAML,firefly-cpp/NiaAML,https://github.com/firefly-cpp/NiaAML,https://github.com/firefly-cpp/NiaAML,2020-08-21 17:03:06,2025-01-12 11:06:58,2025-01-12 10:41:02,348,4.0,12.0,3.0,65.0,2.0,29.0,31,2025-01-12 11:06:58,2.1.1,,,33.0,Python automated machine learning framework.,29.0,29.0,10.0,16,False,others,2.0,MIT,,
52,CleverAlgorithms,clever-algorithms/CleverAlgorithms,https://github.com/Jason2Brownlee/CleverAlgorithms,https://github.com/Jason2Brownlee/CleverAlgorithms,2010-01-02 01:57:17,2024-12-20 03:55:29,2024-12-20 03:55:25,1703,21.0,300.0,111.0,14.0,,,2053,,,,,,Clever Algorithms: Nature-Inspired Programming Recipes.,,,9.0,15,False,others,2.0,,,Jason2Brownlee/CleverAlgorithms
53,dreamerv3,danijar/dreamerv3,https://github.com/danijar/dreamerv3,https://github.com/danijar/dreamerv3,2023-01-14 12:08:18,2025-01-11 01:27:16,2025-01-11 01:27:15,24,2.0,238.0,28.0,26.0,32.0,113.0,1455,,,,,,Mastering Diverse Domains through World Models.,9.0,9.0,10.0,15,True,others,2.0,MIT,,
54,OpenELM,CarperAI/OpenELM,https://github.com/CarperAI/OpenELM,https://github.com/CarperAI/OpenELM,2022-09-03 12:53:16,2023-11-15 11:36:05,2023-10-21 16:25:10,124,,87.0,26.0,64.0,6.0,5.0,709,2023-03-08 01:35:37,0.2.1,,,6.0,Evolution Through Large Models.,15.0,15.0,9.0,15,False,others,2.0,MIT,,
55,swarmlib,HaaLeo/swarmlib,https://github.com/HaaLeo/swarmlib,https://github.com/HaaLeo/swarmlib,2018-11-04 16:47:18,2020-12-16 20:47:50,2020-12-16 20:46:22,246,,108.0,10.0,20.0,12.0,13.0,515,2020-12-16 20:49:37,0.14.1,304.0,4.0,23.0,This repository implements several swarm optimization algorithms and visualizes them. Implemented algorithms: Particle..,23.0,23.0,7.0,15,False,others,2.0,BSD-3-Clause,,
56,pygmo2,esa/pygmo2,https://github.com/esa/pygmo2,https://github.com/esa/pygmo2,2020-01-07 09:22:45,2024-08-10 11:03:52,2024-08-10 11:03:52,607,,58.0,11.0,63.0,41.0,57.0,459,2024-08-09 18:53:13,2.19.7,,,14.0,A Python platform to perform parallel computations of optimisation tasks (global and local) via the asynchronous..,,,10.0,15,True,others,2.0,MPL-2.0,,
57,EvoloPy,7ossam81/EvoloPy,https://github.com/7ossam81/EvoloPy,https://github.com/7ossam81/EvoloPy,2016-05-18 11:03:21,2025-01-04 19:36:12,2025-01-04 19:36:11,201,4.0,219.0,24.0,32.0,23.0,22.0,456,,,,,,EvoloPy toolbox provides classical and recent nature-inspired metaheuristic for the global optimization.,,,11.0,15,True,others,2.0,Apache-2.0,,
58,crafter,danijar/crafter,https://github.com/danijar/crafter,https://github.com/danijar/crafter,2021-03-10 00:37:31,2024-01-23 23:33:05,2023-12-13 20:12:42,161,,65.0,10.0,8.0,8.0,16.0,401,,,,,,Benchmarking the Spectrum of Agent Capabilities.,201.0,201.0,4.0,15,False,others,2.0,MIT,,
59,evogym,EvolutionGym/evogym,https://github.com/EvolutionGym/evogym,https://github.com/EvolutionGym/evogym,2022-01-26 17:56:55,2024-08-10 18:55:41,2024-07-09 01:30:25,59,,34.0,8.0,18.0,3.0,27.0,199,2024-08-10 18:55:41,2.0.0,,,2.0,"A large-scale benchmark for co-optimizing the design and control of soft robots, as seen in NeurIPS 2021.",5.0,5.0,3.0,15,True,others,2.0,MIT,,
60,timeflux,timeflux/timeflux,https://github.com/timeflux/timeflux,https://github.com/timeflux/timeflux,2019-01-04 15:09:03,2024-12-04 13:21:14,2024-09-23 12:43:00,533,,26.0,13.0,50.0,15.0,17.0,169,2024-12-04 13:21:14,0.17.2,,,40.0,The programming interface for your body and mind.,,,7.0,15,True,others,2.0,MIT,,
61,propulate,Helmholtz-AI-Energy/propulate,https://github.com/Helmholtz-AI-Energy/propulate,https://github.com/Helmholtz-AI-Energy/propulate,2022-05-24 08:19:12,2025-01-14 00:52:13,2025-01-07 07:04:33,1034,8.0,7.0,4.0,53.0,55.0,63.0,35,2024-06-08 06:31:25,1.2.2,,,4.0,Propulate is an asynchronous population-based optimization algorithm and software package for global optimization and..,4.0,4.0,25.0,15,False,others,2.0,BSD-3-Clause,-3.0,
62,gomea,CWI-EvolutionaryIntelligence/gomea,https://github.com/CWI-EvolutionaryIntelligence/GOMEA,https://github.com/CWI-EvolutionaryIntelligence/GOMEA,2022-12-23 12:45:47,2024-12-13 22:06:16,2024-12-13 17:55:46,155,12.0,5.0,4.0,34.0,,3.0,23,2024-12-13 22:06:16,1.0.8,,,8.0,Library for optimization with the model-based evolutionary algorithm GOMEA (Gene-pool Optimal Mixing Evolutionary..,3.0,3.0,6.0,15,False,others,2.0,MIT,,
63,evojax,google/evojax,https://github.com/google/evojax,https://github.com/google/evojax,2021-12-07 00:30:07,2024-06-27 07:32:19,2024-06-27 07:26:43,298,,92.0,23.0,51.0,14.0,17.0,862,,,,,19.0,,27.0,27.0,14.0,14,False,others,2.0,Apache-2.0,,
64,xland-minigrid,corl-team/xland-minigrid,https://github.com/dunnolab/xland-minigrid,https://github.com/dunnolab/xland-minigrid,2023-12-01 17:14:25,2024-11-16 08:37:31,2024-11-16 08:37:31,64,1.0,17.0,12.0,23.0,5.0,12.0,259,2024-10-11 05:28:54,0.9.1,,,6.0,JAX-accelerated Meta-Reinforcement Learning Environments Inspired by XLand and MiniGrid.,11.0,11.0,7.0,14,True,others,2.0,Apache-2.0,,dunnolab/xland-minigrid
65,Craftax,MichaelTMatthews/Craftax,https://github.com/MichaelTMatthews/Craftax,https://github.com/MichaelTMatthews/Craftax,2024-02-02 10:56:30,2024-10-17 12:30:25,2024-10-17 12:27:13,81,,20.0,3.0,18.0,2.0,13.0,227,2024-10-17 12:30:25,1.4.4,,,11.0,(Crafter + NetHack) in JAX. ICML 2024 Spotlight.,20.0,20.0,8.0,14,True,others,2.0,MIT,,
